2021-01-09 13:59:53,780 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,370 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,383 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,393 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,404 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,415 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,415 - 40 - help.py - 103 - root - ERROR - 替换excel表中固定的数据失败
2021-01-09 13:59:57,430 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,442 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,451 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,461 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,472 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,482 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,492 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,504 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,515 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,525 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,537 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,548 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,558 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,569 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,579 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,588 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,601 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,612 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,625 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,639 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
2021-01-09 13:59:57,651 - 20 - baseyaml.py - 21 - root - INFO - 读取yaml文件成功,数据为：{'db': {'host': 'test.lemonban.com', 'port': 3306, 'user': 'future', 'password': '123456', 'database': 'futureloan', 'charser': 'utf8'}, 'GD_key': {'key': '6fa0bb3ee8cc85e295f544b39b6c892b'}, 'GD_url': {'input_prompt': 'https://restapi.amap.com/v3/assistant/inputtips'}, 'user_info': {'mobilephone': 15957250692, 'pwd': 12345678, 'password': 12345678, 'amount': 100, 'loanId': 2}, 'invest_info': {'amount': 100}, 'add_loan': {'title': 'hh', 'amount': 10000, 'loanRate': 25, 'loanTerm': 6, 'loanDateType': 4, 'repaymemtWay': 10, 'biddingDays': 10}, 'host': {'url': 'http://test.lemonban.com/futureloan/mvc/api'}}
